route,source,destination,year,month,day,hour,minute,vessel_name,duration_minutes
8,Horseshoe Bay,Bowen Island,2018,04,05,15,30,Queen of Capilano,18
3,Horseshoe Bay,Langdale,2018,04,01,14,10,Queen of Surrey,42
1,Swartz Bay,Tsawwassen,2018,04,23,12,00,Coastal Inspiration,94
30,Duke Point,Tsawwassen,2018,04,12,22,45,Queen of Alberni,120
3,Horseshoe Bay,Langdale,2018,04,22,07,30,Queen of Surrey,44
30,Tsawwassen,Duke Point,2018,04,19,12,45,Queen of Coquitlam,117
2,Horseshoe Bay,Departure Bay,2018,04,11,10,40,Queen of Oak Bay,104
2,Horseshoe Bay,Departure Bay,2018,04,30,20,05,Queen of Oak Bay,107
30,Tsawwassen,Duke Point,2018,04,28,10,15,Queen of Alberni,129
30,Tsawwassen,Duke Point,2018,04,08,20,15,Queen of Alberni,121
3,Langdale,Horseshoe Bay,2018,04,24,08,40,Queen of Surrey,42
4,Swartz Bay,Fulford Harbour,2018,04,28,13,00,Skeena Queen,32
3,Horseshoe Bay,Langdale,2018,04,09,22,55,Queen of Surrey,43
1,Tsawwassen,Swartz Bay,2018,04,22,15,00,Coastal Renaissance,90
4,Swartz Bay,Fulford Harbour,2018,04,15,09,00,Skeena Queen,32
2,Departure Bay,Horseshoe Bay,2018,04,02,20,45,Queen of Surrey,109
2,Departure Bay,Horseshoe Bay,2018,04,18,20,45,Queen of Surrey,107
4,Swartz Bay,Fulford Harbour,2018,04,17,09,00,Skeena Queen,32
30,Duke Point,Tsawwassen,2018,04,18,10,15,Queen of Coquitlam,121
1,Swartz Bay,Tsawwassen,2018,04,08,15,00,Spirit of Vancouver Island,90
3,Langdale,Horseshoe Bay,2018,04,22,10,50,Queen of Surrey,44
8,Horseshoe Bay,Bowen Island,2018,04,17,16,35,Queen of Capilano,19
1,Tsawwassen,Swartz Bay,2018,04,27,11,00,Coastal Renaissance,94
30,Duke Point,Tsawwassen,2018,04,09,10,15,Queen of Coquitlam,121
1,Swartz Bay,Tsawwassen,2018,04,26,17,00,Coastal Renaissance,100
30,Duke Point,Tsawwassen,2018,04,21,17,45,Queen of Alberni,119
2,Horseshoe Bay,Departure Bay,2018,04,03,10,40,Queen of Oak Bay,104
1,Swartz Bay,Tsawwassen,2018,04,15,09,00,Coastal Renaissance,98
30,Duke Point,Tsawwassen,2018,04,01,12,45,Queen of Alberni,117
4,Swartz Bay,Fulford Harbour,2018,04,10,07,00,Skeena Queen,32
30,Duke Point,Tsawwassen,2018,04,29,17,45,Queen of Alberni,123
2,Horseshoe Bay,Departure Bay,2018,04,17,18,35,Queen of Surrey,107
30,Duke Point,Tsawwassen,2018,04,05,12,45,Queen of Alberni,119
3,Horseshoe Bay,Langdale,2018,04,08,22,55,Queen of Surrey,52
4,Swartz Bay,Fulford Harbour,2018,04,16,17,00,Skeena Queen,30
30,Duke Point,Tsawwassen,2018,04,06,15,15,Queen of Coquitlam,125
8,Horseshoe Bay,Bowen Island,2018,04,06,09,05,Queen of Capilano,23
4,Swartz Bay,Fulford Harbour,2018,04,10,09,00,Skeena Queen,28
4,Swartz Bay,Fulford Harbour,2018,04,18,13,00,Skeena Queen,46
2,Horseshoe Bay,Departure Bay,2018,04,16,06,15,Queen of Oak Bay,109
1,Tsawwassen,Swartz Bay,2018,04,14,17,00,Spirit of Vancouver Island,92
3,Langdale,Horseshoe Bay,2018,04,22,06,20,Queen of Surrey,42
3,Horseshoe Bay,Langdale,2018,04,15,07,30,Queen of Surrey,40
8,Horseshoe Bay,Bowen Island,2018,04,18,17,45,Queen of Capilano,27
4,Swartz Bay,Fulford Harbour,2018,04,18,15,00,Skeena Queen,40
4,Swartz Bay,Fulford Harbour,2018,04,13,17,00,Skeena Queen,30
4,Swartz Bay,Fulford Harbour,2018,04,25,21,45,Skeena Queen,39
30,Duke Point,Tsawwassen,2018,04,26,07,45,Queen of Alberni,115
1,Swartz Bay,Tsawwassen,2018,04,27,09,00,Coastal Renaissance,90
30,Tsawwassen,Duke Point,2018,04,29,15,15,Queen of Alberni,121
2,Departure Bay,Horseshoe Bay,2018,04,04,08,25,Queen of Oak Bay,105
3,Horseshoe Bay,Langdale,2018,04,26,09,45,Queen of Surrey,41
3,Langdale,Horseshoe Bay,2018,04,30,17,25,Queen of Surrey,71
1,Tsawwassen,Swartz Bay,2018,04,26,09,00,Spirit of Vancouver Island,92
30,Duke Point,Tsawwassen,2018,04,06,07,45,Queen of Alberni,119
30,Tsawwassen,Duke Point,2018,04,07,07,45,Queen of Coquitlam,119
3,Langdale,Horseshoe Bay,2018,04,25,15,15,Queen of Surrey,45
3,Langdale,Horseshoe Bay,2018,04,15,06,20,Queen of Surrey,40
3,Langdale,Horseshoe Bay,2018,04,17,10,50,Queen of Surrey,40
2,Departure Bay,Horseshoe Bay,2018,04,19,08,25,Queen of Oak Bay,107
1,Swartz Bay,Tsawwassen,2018,04,25,08,00,Coastal Inspiration,90
2,Horseshoe Bay,Departure Bay,2018,04,13,15,45,Queen of Oak Bay,103
2,Departure Bay,Horseshoe Bay,2018,04,30,15,20,Queen of Cowichan,106
3,Horseshoe Bay,Langdale,2018,04,04,07,30,Queen of Surrey,42
1,Swartz Bay,Tsawwassen,2018,04,18,07,00,Spirit of Vancouver Island,92
3,Horseshoe Bay,Langdale,2018,04,25,09,45,Queen of Surrey,45
1,Tsawwassen,Swartz Bay,2018,04,09,17,00,Spirit of Vancouver Island,90
8,Horseshoe Bay,Bowen Island,2018,04,19,22,00,Queen of Capilano,18
1,Swartz Bay,Tsawwassen,2018,04,13,13,00,Coastal Renaissance,90
1,Tsawwassen,Swartz Bay,2018,04,28,09,00,Spirit of Vancouver Island,92
3,Horseshoe Bay,Langdale,2018,04,22,19,50,Queen of Cowichan,38
8,Horseshoe Bay,Bowen Island,2018,04,26,20,00,Queen of Capilano,22
3,Horseshoe Bay,Langdale,2018,04,30,17,30,Queen of Cowichan,40
1,Swartz Bay,Tsawwassen,2018,04,20,19,00,Spirit of Vancouver Island,92
30,Duke Point,Tsawwassen,2018,04,10,05,15,Queen of Coquitlam,119
3,Horseshoe Bay,Langdale,2018,04,17,17,30,Queen of Cowichan,46
3,Langdale,Horseshoe Bay,2018,04,23,10,50,Queen of Surrey,44
4,Swartz Bay,Fulford Harbour,2018,04,07,17,00,Skeena Queen,28
8,Horseshoe Bay,Bowen Island,2018,04,09,11,25,Queen of Capilano,17
8,Horseshoe Bay,Bowen Island,2018,04,15,15,30,Queen of Capilano,16
4,Swartz Bay,Fulford Harbour,2018,04,28,09,00,Skeena Queen,34
3,Langdale,Horseshoe Bay,2018,04,24,10,50,Queen of Surrey,42
4,Swartz Bay,Fulford Harbour,2018,04,09,15,00,Skeena Queen,30
1,Swartz Bay,Tsawwassen,2018,04,08,16,00,Coastal Inspiration,90
8,Horseshoe Bay,Bowen Island,2018,04,02,09,05,Queen of Capilano,17
8,Horseshoe Bay,Bowen Island,2018,04,13,14,20,Queen of Capilano,18
3,Langdale,Horseshoe Bay,2018,04,29,20,55,Queen of Cowichan,45
2,Horseshoe Bay,Departure Bay,2018,04,07,08,25,Queen of Cowichan,107
1,Swartz Bay,Tsawwassen,2018,04,04,09,00,Coastal Renaissance,96
30,Duke Point,Tsawwassen,2018,04,14,17,45,Queen of Alberni,117
1,Tsawwassen,Swartz Bay,2018,04,01,07,00,Coastal Celebration,94
2,Departure Bay,Horseshoe Bay,2018,04,24,17,55,Queen of Oak Bay,105
3,Horseshoe Bay,Langdale,2018,04,08,09,45,Queen of Surrey,40
1,Tsawwassen,Swartz Bay,2018,04,01,09,00,Spirit of Vancouver Island,93
30,Tsawwassen,Duke Point,2018,04,11,17,45,Queen of Coquitlam,117
3,Horseshoe Bay,Langdale,2018,04,19,11,55,Queen of Surrey,52
4,Swartz Bay,Fulford Harbour,2018,04,21,21,00,Skeena Queen,26
30,Duke Point,Tsawwassen,2018,04,19,10,15,Queen of Coquitlam,119
30,Duke Point,Tsawwassen,2018,04,26,20,15,Queen of Coquitlam,121
3,Horseshoe Bay,Langdale,2018,04,14,19,50,Queen of Cowichan,40
8,Horseshoe Bay,Bowen Island,2018,04,03,08,00,Queen of Capilano,26
8,Horseshoe Bay,Bowen Island,2018,04,20,22,00,Queen of Capilano,28
2,Horseshoe Bay,Departure Bay,2018,04,26,08,25,Queen of Cowichan,111
1,Tsawwassen,Swartz Bay,2018,04,22,21,00,Spirit of Vancouver Island,92
4,Swartz Bay,Fulford Harbour,2018,04,13,09,00,Skeena Queen,30
8,Horseshoe Bay,Bowen Island,2018,04,14,05,50,Queen of Capilano,20
1,Tsawwassen,Swartz Bay,2018,04,19,13,00,Spirit of Vancouver Island,90
1,Swartz Bay,Tsawwassen,2018,04,30,21,00,Coastal Renaissance,88
1,Tsawwassen,Swartz Bay,2018,04,12,14,00,Coastal Inspiration,94
1,Swartz Bay,Tsawwassen,2018,04,28,11,00,Spirit of Vancouver Island,92
30,Tsawwassen,Duke Point,2018,04,09,22,45,Queen of Coquitlam,120
3,Horseshoe Bay,Langdale,2018,04,26,16,20,Queen of Surrey,68
8,Horseshoe Bay,Bowen Island,2018,04,29,10,15,Queen of Capilano,19
4,Swartz Bay,Fulford Harbour,2018,04,16,21,00,Skeena Queen,36
4,Swartz Bay,Fulford Harbour,2018,04,15,17,00,Skeena Queen,30
1,Tsawwassen,Swartz Bay,2018,04,26,08,00,Queen of New Westminster,86
3,Horseshoe Bay,Langdale,2018,04,09,16,20,Queen of Surrey,39
30,Duke Point,Tsawwassen,2018,04,24,07,45,Queen of New Westminster,123
2,Horseshoe Bay,Departure Bay,2018,04,28,08,25,Queen of Cowichan,109
1,Swartz Bay,Tsawwassen,2018,04,03,21,00,Coastal Celebration,89
30,Tsawwassen,Duke Point,2018,04,04,20,15,Queen of Alberni,119
8,Horseshoe Bay,Bowen Island,2018,04,06,22,00,Queen of Capilano,16
30,Tsawwassen,Duke Point,2018,04,14,10,15,Queen of Alberni,121
1,Tsawwassen,Swartz Bay,2018,04,09,11,00,Coastal Renaissance,90
8,Horseshoe Bay,Bowen Island,2018,04,30,22,00,Queen of Capilano,16
1,Swartz Bay,Tsawwassen,2018,04,17,13,00,Coastal Renaissance,92
8,Horseshoe Bay,Bowen Island,2018,04,10,22,00,Queen of Capilano,18
30,Tsawwassen,Duke Point,2018,04,17,17,45,Queen of Coquitlam,119
30,Tsawwassen,Duke Point,2018,04,25,05,15,Queen of New Westminster,127
2,Horseshoe Bay,Departure Bay,2018,04,24,08,25,Queen of Cowichan,107
30,Tsawwassen,Duke Point,2018,04,03,22,45,Coastal Inspiration,122
2,Horseshoe Bay,Departure Bay,2018,04,16,13,00,Queen of Cowichan,102
2,Departure Bay,Horseshoe Bay,2018,04,13,17,55,Queen of Oak Bay,103
30,Duke Point,Tsawwassen,2018,04,30,17,45,Queen of Alberni,125
8,Horseshoe Bay,Bowen Island,2018,04,16,10,15,Queen of Capilano,17
1,Tsawwassen,Swartz Bay,2018,04,20,17,00,Spirit of Vancouver Island,94
30,Tsawwassen,Duke Point,2018,04,02,07,45,Coastal Inspiration,117
3,Horseshoe Bay,Langdale,2018,04,11,17,30,Queen of Cowichan,50
30,Duke Point,Tsawwassen,2018,04,10,07,45,Queen of Alberni,115
30,Tsawwassen,Duke Point,2018,04,05,05,15,Queen of Alberni,123
3,Langdale,Horseshoe Bay,2018,04,03,08,40,Queen of Surrey,40
2,Departure Bay,Horseshoe Bay,2018,04,29,06,15,Queen of Cowichan,101
3,Langdale,Horseshoe Bay,2018,04,01,10,50,Queen of Surrey,44
2,Departure Bay,Horseshoe Bay,2018,04,15,10,40,Queen of Cowichan,104
2,Departure Bay,Horseshoe Bay,2018,04,15,13,00,Queen of Oak Bay,104
1,Swartz Bay,Tsawwassen,2018,04,30,12,00,Coastal Inspiration,92
4,Swartz Bay,Fulford Harbour,2018,04,07,11,00,Skeena Queen,38
3,Langdale,Horseshoe Bay,2018,04,25,08,40,Queen of Surrey,42
3,Langdale,Horseshoe Bay,2018,04,07,08,40,Queen of Surrey,42
1,Swartz Bay,Tsawwassen,2018,04,18,15,00,Spirit of Vancouver Island,96
3,Horseshoe Bay,Langdale,2018,04,10,16,20,Queen of Surrey,44
30,Duke Point,Tsawwassen,2018,04,16,18,45,Queen of New Westminster,115
8,Horseshoe Bay,Bowen Island,2018,04,25,15,30,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2018,04,20,20,00,Queen of Capilano,36
3,Langdale,Horseshoe Bay,2018,04,15,13,05,Queen of Surrey,41
3,Horseshoe Bay,Langdale,2018,04,03,14,10,Queen of Surrey,42
1,Swartz Bay,Tsawwassen,2018,04,28,18,00,Queen of New Westminster,91
30,Duke Point,Tsawwassen,2018,04,04,10,15,Queen of Coquitlam,117
3,Langdale,Horseshoe Bay,2018,04,18,06,20,Queen of Surrey,42
8,Horseshoe Bay,Bowen Island,2018,04,13,15,30,Queen of Capilano,17
2,Horseshoe Bay,Departure Bay,2018,04,28,10,40,Queen of Oak Bay,104
2,Horseshoe Bay,Departure Bay,2018,04,14,13,00,Queen of Cowichan,108
8,Horseshoe Bay,Bowen Island,2018,04,16,20,00,Queen of Capilano,18
1,Swartz Bay,Tsawwassen,2018,04,30,09,00,Coastal Renaissance,90
2,Horseshoe Bay,Departure Bay,2018,04,04,13,00,Queen of Cowichan,102
1,Swartz Bay,Tsawwassen,2018,04,16,12,00,Coastal Inspiration,90
1,Swartz Bay,Tsawwassen,2018,04,19,09,00,Coastal Renaissance,94
3,Horseshoe Bay,Langdale,2018,04,05,09,45,Queen of Surrey,43
1,Swartz Bay,Tsawwassen,2018,04,20,10,00,Queen of New Westminster,90
2,Departure Bay,Horseshoe Bay,2018,04,27,10,40,Queen of Cowichan,104
1,Tsawwassen,Swartz Bay,2018,04,20,18,00,Coastal Inspiration,92
2,Horseshoe Bay,Departure Bay,2018,04,01,15,45,Queen of Oak Bay,105
1,Tsawwassen,Swartz Bay,2018,04,12,07,00,Coastal Renaissance,88
4,Swartz Bay,Fulford Harbour,2018,04,22,19,00,Skeena Queen,46
3,Langdale,Horseshoe Bay,2018,04,05,08,40,Queen of Surrey,42
1,Swartz Bay,Tsawwassen,2018,04,03,11,00,Spirit of Vancouver Island,94
8,Horseshoe Bay,Bowen Island,2018,04,16,12,35,Queen of Capilano,17
1,Swartz Bay,Tsawwassen,2018,04,29,22,00,Queen of New Westminster,82
2,Horseshoe Bay,Departure Bay,2018,04,29,06,15,Queen of Oak Bay,107
8,Horseshoe Bay,Bowen Island,2018,04,16,17,45,Queen of Capilano,17
2,Horseshoe Bay,Departure Bay,2018,04,13,20,05,Queen of Oak Bay,109
3,Horseshoe Bay,Langdale,2018,04,23,17,30,Queen of Cowichan,44
3,Langdale,Horseshoe Bay,2018,04,28,20,55,Queen of Cowichan,43
1,Swartz Bay,Tsawwassen,2018,04,15,21,00,Coastal Renaissance,94
4,Swartz Bay,Fulford Harbour,2018,04,12,13,00,Skeena Queen,26
30,Duke Point,Tsawwassen,2018,04,18,20,15,Queen of Coquitlam,121
2,Departure Bay,Horseshoe Bay,2018,04,04,17,55,Queen of Oak Bay,105
2,Departure Bay,Horseshoe Bay,2018,04,15,17,55,Queen of Oak Bay,109
8,Horseshoe Bay,Bowen Island,2018,04,26,14,20,Queen of Capilano,22
1,Swartz Bay,Tsawwassen,2018,04,29,21,00,Coastal Renaissance,88
8,Horseshoe Bay,Bowen Island,2018,04,02,21,00,Queen of Capilano,26
30,Duke Point,Tsawwassen,2018,04,17,07,45,Queen of Alberni,121
30,Duke Point,Tsawwassen,2018,04,02,07,45,Queen of Alberni,115
8,Horseshoe Bay,Bowen Island,2018,04,27,08,00,Queen of Capilano,20
8,Horseshoe Bay,Bowen Island,2018,04,17,17,45,Queen of Capilano,17
1,Tsawwassen,Swartz Bay,2018,04,19,19,00,Coastal Renaissance,92
4,Swartz Bay,Fulford Harbour,2018,04,15,13,00,Skeena Queen,28
1,Swartz Bay,Tsawwassen,2018,04,10,15,00,Spirit of Vancouver Island,90
2,Horseshoe Bay,Departure Bay,2018,04,18,06,15,Queen of Oak Bay,105
30,Duke Point,Tsawwassen,2018,04,15,17,45,Queen of Alberni,135
4,Swartz Bay,Fulford Harbour,2018,04,14,21,00,Skeena Queen,36
1,Swartz Bay,Tsawwassen,2018,04,22,11,00,Spirit of Vancouver Island,92
8,Horseshoe Bay,Bowen Island,2018,04,20,21,00,Queen of Capilano,34
30,Duke Point,Tsawwassen,2018,04,16,15,15,Queen of Coquitlam,123
2,Horseshoe Bay,Departure Bay,2018,04,20,20,05,Queen of Oak Bay,113
8,Horseshoe Bay,Bowen Island,2018,04,12,14,20,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2018,04,20,09,05,Queen of Capilano,23
4,Swartz Bay,Fulford Harbour,2018,04,05,07,00,Skeena Queen,46
2,Horseshoe Bay,Departure Bay,2018,04,17,22,10,Queen of Cowichan,105
2,Departure Bay,Horseshoe Bay,2018,04,10,06,15,Queen of Cowichan,109
3,Langdale,Horseshoe Bay,2018,04,17,15,15,Queen of Surrey,41
3,Horseshoe Bay,Langdale,2018,04,15,22,55,Queen of Surrey,59
2,Horseshoe Bay,Departure Bay,2018,04,22,10,40,Queen of Oak Bay,106
1,Swartz Bay,Tsawwassen,2018,04,29,08,00,Coastal Inspiration,110
30,Duke Point,Tsawwassen,2018,04,05,05,15,Queen of Coquitlam,125
2,Departure Bay,Horseshoe Bay,2018,04,01,08,25,Queen of Oak Bay,105
2,Departure Bay,Horseshoe Bay,2018,04,18,22,10,Queen of Oak Bay,122
2,Departure Bay,Horseshoe Bay,2018,04,25,10,40,Queen of Cowichan,106
4,Swartz Bay,Fulford Harbour,2018,04,26,17,00,Skeena Queen,38
1,Swartz Bay,Tsawwassen,2018,04,14,07,00,Spirit of Vancouver Island,92
8,Horseshoe Bay,Bowen Island,2018,04,05,09,05,Queen of Capilano,23
4,Swartz Bay,Fulford Harbour,2018,04,06,17,00,Skeena Queen,32
1,Tsawwassen,Swartz Bay,2018,04,22,22,00,Coastal Inspiration,84
30,Tsawwassen,Duke Point,2018,04,15,12,45,Queen of Coquitlam,117
3,Horseshoe Bay,Langdale,2018,04,02,22,55,Queen of Surrey,43
1,Swartz Bay,Tsawwassen,2018,04,29,15,00,Spirit of Vancouver Island,94
1,Tsawwassen,Swartz Bay,2018,04,29,12,00,Queen of New Westminster,88
1,Tsawwassen,Swartz Bay,2018,04,22,13,00,Spirit of Vancouver Island,90
1,Tsawwassen,Swartz Bay,2018,04,29,15,00,Coastal Renaissance,102
30,Tsawwassen,Duke Point,2018,04,29,12,45,Queen of Coquitlam,111
1,Tsawwassen,Swartz Bay,2018,04,19,07,00,Coastal Renaissance,90
1,Swartz Bay,Tsawwassen,2018,04,21,21,00,Coastal Renaissance,88
1,Swartz Bay,Tsawwassen,2018,04,02,18,00,Queen of New Westminster,86
3,Horseshoe Bay,Langdale,2018,04,01,07,30,Queen of Surrey,40
2,Horseshoe Bay,Departure Bay,2018,04,18,20,05,Queen of Oak Bay,121
30,Duke Point,Tsawwassen,2018,04,16,05,15,Queen of Coquitlam,137
1,Tsawwassen,Swartz Bay,2018,04,02,09,00,Spirit of Vancouver Island,88
3,Langdale,Horseshoe Bay,2018,04,04,17,25,Queen of Surrey,39
1,Tsawwassen,Swartz Bay,2018,04,22,08,00,Queen of New Westminster,86
1,Swartz Bay,Tsawwassen,2018,04,11,07,00,Spirit of Vancouver Island,100
4,Swartz Bay,Fulford Harbour,2018,04,17,11,00,Skeena Queen,38
4,Swartz Bay,Fulford Harbour,2018,04,09,13,00,Skeena Queen,28
4,Swartz Bay,Fulford Harbour,2018,04,05,11,00,Skeena Queen,30
30,Tsawwassen,Duke Point,2018,04,20,17,45,Queen of Coquitlam,145
30,Tsawwassen,Duke Point,2018,04,13,17,45,Queen of Coquitlam,137
1,Swartz Bay,Tsawwassen,2018,04,30,19,00,Spirit of Vancouver Island,94
3,Langdale,Horseshoe Bay,2018,04,17,06,20,Queen of Surrey,42
8,Horseshoe Bay,Bowen Island,2018,04,03,10,15,Queen of Capilano,31
1,Swartz Bay,Tsawwassen,2018,04,05,13,00,Coastal Renaissance,96
3,Horseshoe Bay,Langdale,2018,04,22,09,45,Queen of Surrey,41
3,Langdale,Horseshoe Bay,2018,04,02,10,50,Queen of Surrey,38
30,Tsawwassen,Duke Point,2018,04,18,12,45,Queen of Coquitlam,119
30,Duke Point,Tsawwassen,2018,04,17,20,15,Queen of Coquitlam,121
