route,source,destination,year,month,day,hour,minute,vessel_name,duration_minutes
30,Duke Point,Tsawwassen,2018,03,26,12,45,Queen of Alberni,123
1,Swartz Bay,Tsawwassen,2018,02,27,17,00,Coastal Celebration,90
4,Swartz Bay,Fulford Harbour,2018,01,10,17,00,Skeena Queen,32
8,Horseshoe Bay,Bowen Island,2018,02,21,10,15,Queen of Capilano,17
2,Horseshoe Bay,Departure Bay,2018,04,26,22,10,Queen of Cowichan,105
4,Swartz Bay,Fulford Harbour,2018,02,12,09,00,Skeena Queen,30
2,Departure Bay,Horseshoe Bay,2018,04,08,13,00,Queen of Oak Bay,104
8,Horseshoe Bay,Bowen Island,2018,04,22,15,30,Queen of Capilano,20
1,Swartz Bay,Tsawwassen,2018,02,22,15,00,Coastal Renaissance,88
1,Swartz Bay,Tsawwassen,2018,02,07,21,00,Coastal Celebration,84
1,Tsawwassen,Swartz Bay,2018,02,10,13,00,Spirit of Vancouver Island,96
4,Swartz Bay,Fulford Harbour,2018,03,28,09,00,Skeena Queen,40
4,Swartz Bay,Fulford Harbour,2018,01,15,07,00,Skeena Queen,36
30,Duke Point,Tsawwassen,2018,03,20,15,15,Coastal Inspiration,118
30,Tsawwassen,Duke Point,2018,02,08,10,15,Queen of Alberni,119
1,Swartz Bay,Tsawwassen,2018,01,05,13,00,Coastal Celebration,90
1,Swartz Bay,Tsawwassen,2018,04,01,09,00,Coastal Celebration,96
2,Departure Bay,Horseshoe Bay,2018,02,09,20,45,Queen of Surrey,109
1,Swartz Bay,Tsawwassen,2018,01,15,09,00,Coastal Celebration,90
2,Departure Bay,Horseshoe Bay,2018,01,05,08,25,Queen of Oak Bay,105
3,Langdale,Horseshoe Bay,2018,03,07,15,15,Queen of Coquitlam,43
1,Tsawwassen,Swartz Bay,2018,02,19,21,00,Coastal Renaissance,88
3,Langdale,Horseshoe Bay,2018,03,06,18,40,Queen of Cowichan,44
1,Tsawwassen,Swartz Bay,2018,03,16,13,00,Spirit of Vancouver Island,94
8,Horseshoe Bay,Bowen Island,2018,03,02,05,50,Queen of Capilano,18
30,Tsawwassen,Duke Point,2018,01,02,20,15,Queen of Alberni,123
2,Departure Bay,Horseshoe Bay,2018,01,28,13,00,Queen of Coquitlam,104
30,Tsawwassen,Duke Point,2018,02,24,17,45,Coastal Inspiration,114
2,Departure Bay,Horseshoe Bay,2018,03,05,08,25,Queen of Oak Bay,105
3,Langdale,Horseshoe Bay,2018,03,24,20,55,Queen of Cowichan,39
2,Departure Bay,Horseshoe Bay,2018,02,12,20,45,Queen of Surrey,121
1,Swartz Bay,Tsawwassen,2018,01,09,09,00,Coastal Celebration,88
3,Horseshoe Bay,Langdale,2018,03,26,09,45,Queen of Coquitlam,41
1,Tsawwassen,Swartz Bay,2018,01,18,19,00,Coastal Celebration,94
1,Swartz Bay,Tsawwassen,2018,02,04,09,00,Coastal Celebration,88
4,Swartz Bay,Fulford Harbour,2018,04,02,19,00,Skeena Queen,32
4,Swartz Bay,Fulford Harbour,2018,01,11,21,00,Skeena Queen,26
30,Tsawwassen,Duke Point,2018,03,15,17,45,Coastal Inspiration,119
30,Tsawwassen,Duke Point,2018,04,02,22,45,Coastal Inspiration,124
8,Horseshoe Bay,Bowen Island,2018,01,30,20,00,Bowen Queen,22
1,Swartz Bay,Tsawwassen,2018,02,27,11,00,Coastal Renaissance,90
8,Horseshoe Bay,Bowen Island,2018,03,29,22,00,Queen of Capilano,19
3,Horseshoe Bay,Langdale,2018,02,08,11,55,Queen of Surrey,43
1,Swartz Bay,Tsawwassen,2018,04,05,16,00,Coastal Inspiration,90
30,Duke Point,Tsawwassen,2018,03,01,15,15,Coastal Inspiration,123
2,Departure Bay,Horseshoe Bay,2018,02,28,20,45,Queen of Coquitlam,145
30,Tsawwassen,Duke Point,2018,03,19,17,45,Coastal Inspiration,113
2,Departure Bay,Horseshoe Bay,2018,04,14,10,40,Queen of Cowichan,104
8,Horseshoe Bay,Bowen Island,2018,03,28,15,30,Queen of Capilano,27
8,Horseshoe Bay,Bowen Island,2018,02,09,17,45,Queen of Capilano,23
1,Swartz Bay,Tsawwassen,2018,02,21,13,00,Coastal Celebration,90
8,Horseshoe Bay,Bowen Island,2018,03,15,15,30,Queen of Capilano,22
1,Swartz Bay,Tsawwassen,2018,02,16,13,00,Coastal Celebration,90
2,Horseshoe Bay,Departure Bay,2018,04,19,22,10,Queen of Cowichan,108
4,Swartz Bay,Fulford Harbour,2018,04,28,09,00,Skeena Queen,34
2,Horseshoe Bay,Departure Bay,2018,04,06,20,05,Queen of Oak Bay,121
3,Langdale,Horseshoe Bay,2018,02,05,10,50,Queen of Surrey,42
8,Horseshoe Bay,Bowen Island,2018,02,01,08,00,Bowen Queen,16
2,Departure Bay,Horseshoe Bay,2018,02,23,17,55,Queen of Oak Bay,103
2,Departure Bay,Horseshoe Bay,2018,02,08,10,40,Queen of Cowichan,102
3,Langdale,Horseshoe Bay,2018,04,09,18,40,Queen of Cowichan,42
30,Tsawwassen,Duke Point,2018,02,28,05,15,Queen of Alberni,121
2,Horseshoe Bay,Departure Bay,2018,04,07,08,25,Queen of Cowichan,107
3,Horseshoe Bay,Langdale,2018,01,29,17,30,Queen of Cowichan,44
8,Horseshoe Bay,Bowen Island,2018,02,20,22,00,Queen of Capilano,20
1,Swartz Bay,Tsawwassen,2018,02,20,13,00,Coastal Celebration,92
8,Horseshoe Bay,Bowen Island,2018,01,08,09,05,Bowen Queen,43
3,Langdale,Horseshoe Bay,2018,04,18,20,55,Queen of Cowichan,43
8,Horseshoe Bay,Bowen Island,2018,02,06,14,20,Bowen Queen,18
2,Horseshoe Bay,Departure Bay,2018,04,04,06,15,Queen of Oak Bay,105
2,Horseshoe Bay,Departure Bay,2018,03,18,22,10,Queen of Cowichan,110
2,Departure Bay,Horseshoe Bay,2018,01,16,08,25,Queen of Coquitlam,103
4,Swartz Bay,Fulford Harbour,2018,03,07,07,00,Skeena Queen,32
8,Horseshoe Bay,Bowen Island,2018,01,21,08,00,Bowen Queen,14
8,Horseshoe Bay,Bowen Island,2018,03,31,15,30,Queen of Capilano,18
3,Horseshoe Bay,Langdale,2018,03,05,17,30,Queen of Cowichan,42
3,Horseshoe Bay,Langdale,2018,02,21,07,30,Queen of Coquitlam,42
2,Horseshoe Bay,Departure Bay,2018,04,06,08,25,Queen of Cowichan,107
3,Horseshoe Bay,Langdale,2018,02,25,17,30,Queen of Cowichan,40
30,Tsawwassen,Duke Point,2018,04,18,10,15,Queen of Alberni,119
8,Horseshoe Bay,Bowen Island,2018,02,02,21,00,Bowen Queen,22
8,Horseshoe Bay,Bowen Island,2018,04,17,05,50,Queen of Capilano,16
1,Swartz Bay,Tsawwassen,2018,04,03,13,00,Coastal Celebration,90
3,Langdale,Horseshoe Bay,2018,02,02,10,50,Queen of Surrey,40
2,Horseshoe Bay,Departure Bay,2018,03,12,22,10,Queen of Cowichan,105
3,Horseshoe Bay,Langdale,2018,02,23,07,30,Queen of Coquitlam,43
30,Tsawwassen,Duke Point,2018,02,24,10,15,Queen of Alberni,121
30,Duke Point,Tsawwassen,2018,03,07,05,15,Coastal Inspiration,121
3,Langdale,Horseshoe Bay,2018,01,15,18,40,Queen of Cowichan,40
1,Tsawwassen,Swartz Bay,2018,01,31,17,00,Coastal Renaissance,94
1,Tsawwassen,Swartz Bay,2018,02,14,11,00,Coastal Celebration,90
2,Departure Bay,Horseshoe Bay,2018,01,30,17,55,Queen of Coquitlam,99
8,Horseshoe Bay,Bowen Island,2018,03,25,17,45,Queen of Capilano,19
30,Tsawwassen,Duke Point,2018,03,15,15,15,Queen of Alberni,119
2,Horseshoe Bay,Departure Bay,2018,02,17,22,10,Queen of Cowichan,100
4,Swartz Bay,Fulford Harbour,2018,02,25,13,00,Skeena Queen,30
3,Horseshoe Bay,Langdale,2018,04,25,11,55,Queen of Surrey,47
1,Tsawwassen,Swartz Bay,2018,03,21,15,00,Coastal Celebration,94
1,Swartz Bay,Tsawwassen,2018,01,13,21,00,Coastal Celebration,82
8,Horseshoe Bay,Bowen Island,2018,03,25,20,00,Queen of Capilano,28
8,Horseshoe Bay,Bowen Island,2018,04,16,16,35,Queen of Capilano,17
8,Horseshoe Bay,Bowen Island,2018,01,02,18,50,Bowen Queen,16
1,Swartz Bay,Tsawwassen,2018,02,10,19,00,Spirit of Vancouver Island,92
2,Departure Bay,Horseshoe Bay,2018,02,19,08,25,Queen of Oak Bay,107
4,Swartz Bay,Fulford Harbour,2018,03,16,15,00,Skeena Queen,30
30,Tsawwassen,Duke Point,2018,02,14,05,15,Queen of Alberni,118
2,Departure Bay,Horseshoe Bay,2018,03,10,06,15,Queen of Cowichan,105
30,Tsawwassen,Duke Point,2018,02,02,05,15,Queen of Alberni,123
8,Horseshoe Bay,Bowen Island,2018,02,09,22,00,Queen of Capilano,18
3,Horseshoe Bay,Langdale,2018,02,09,09,45,Queen of Surrey,40
4,Swartz Bay,Fulford Harbour,2018,02,04,19,00,Skeena Queen,32
3,Horseshoe Bay,Langdale,2018,01,23,19,50,Queen of Cowichan,48
1,Swartz Bay,Tsawwassen,2018,01,09,13,00,Coastal Celebration,92
4,Swartz Bay,Fulford Harbour,2018,01,17,15,00,Skeena Queen,30
3,Horseshoe Bay,Langdale,2018,04,16,19,50,Queen of Cowichan,46
2,Departure Bay,Horseshoe Bay,2018,01,15,10,40,Queen of Cowichan,108
3,Langdale,Horseshoe Bay,2018,02,19,13,05,Queen of Surrey,41
8,Horseshoe Bay,Bowen Island,2018,03,01,12,35,Queen of Capilano,19
8,Horseshoe Bay,Bowen Island,2018,02,02,14,20,Bowen Queen,16
30,Duke Point,Tsawwassen,2018,01,31,07,45,Queen of Alberni,117
8,Horseshoe Bay,Bowen Island,2018,02,27,09,05,Queen of Capilano,23
2,Horseshoe Bay,Departure Bay,2018,03,17,20,05,Queen of Oak Bay,105
1,Tsawwassen,Swartz Bay,2018,01,19,18,00,Queen of New Westminster,86
1,Swartz Bay,Tsawwassen,2018,04,07,17,00,Coastal Renaissance,102
1,Swartz Bay,Tsawwassen,2018,02,14,11,00,Coastal Renaissance,90
4,Swartz Bay,Fulford Harbour,2018,01,05,21,00,Skeena Queen,24
8,Horseshoe Bay,Bowen Island,2018,04,15,18,50,Queen of Capilano,16
8,Horseshoe Bay,Bowen Island,2018,03,11,15,30,Queen of Capilano,20
3,Langdale,Horseshoe Bay,2018,01,21,10,50,Queen of Surrey,58
2,Horseshoe Bay,Departure Bay,2018,04,28,20,05,Queen of Oak Bay,107
1,Swartz Bay,Tsawwassen,2018,03,02,17,00,Coastal Celebration,98
1,Swartz Bay,Tsawwassen,2018,01,04,15,00,Coastal Renaissance,92
8,Horseshoe Bay,Bowen Island,2018,04,14,18,50,Queen of Capilano,18
2,Departure Bay,Horseshoe Bay,2018,04,26,15,20,Queen of Cowichan,106
8,Horseshoe Bay,Bowen Island,2018,04,19,22,00,Queen of Capilano,18
30,Duke Point,Tsawwassen,2018,04,21,15,15,Queen of Coquitlam,121
30,Duke Point,Tsawwassen,2018,02,23,05,15,Coastal Inspiration,127
2,Horseshoe Bay,Departure Bay,2018,03,19,13,00,Queen of Cowichan,104
1,Swartz Bay,Tsawwassen,2018,03,03,15,00,Spirit of Vancouver Island,92
3,Horseshoe Bay,Langdale,2018,02,06,09,45,Queen of Surrey,38
2,Departure Bay,Horseshoe Bay,2018,02,06,13,00,Queen of Coquitlam,104
4,Swartz Bay,Fulford Harbour,2018,01,11,07,00,Skeena Queen,30
3,Langdale,Horseshoe Bay,2018,03,16,08,40,Queen of Coquitlam,42
8,Horseshoe Bay,Bowen Island,2018,01,21,16,35,Bowen Queen,19
1,Swartz Bay,Tsawwassen,2018,01,07,09,00,Coastal Celebration,88
3,Horseshoe Bay,Langdale,2018,03,20,22,55,Queen of Coquitlam,41
30,Tsawwassen,Duke Point,2018,01,05,10,15,Queen of Alberni,120
30,Duke Point,Tsawwassen,2018,04,02,05,15,Coastal Inspiration,125
30,Duke Point,Tsawwassen,2018,03,04,22,45,Queen of Alberni,120
1,Tsawwassen,Swartz Bay,2018,04,03,11,00,Coastal Celebration,94
4,Swartz Bay,Fulford Harbour,2018,02,05,07,00,Skeena Queen,30
30,Tsawwassen,Duke Point,2018,01,14,22,45,Coastal Inspiration,121
8,Horseshoe Bay,Bowen Island,2018,01,26,21,00,Bowen Queen,22
8,Horseshoe Bay,Bowen Island,2018,01,11,06,50,Bowen Queen,24
30,Duke Point,Tsawwassen,2018,03,04,12,45,Queen of Alberni,119
2,Departure Bay,Horseshoe Bay,2018,02,17,15,20,Queen of Cowichan,106
3,Langdale,Horseshoe Bay,2018,04,21,10,50,Queen of Surrey,44
3,Langdale,Horseshoe Bay,2018,01,07,20,55,Queen of Cowichan,39
30,Tsawwassen,Duke Point,2018,04,03,22,45,Coastal Inspiration,122
30,Tsawwassen,Duke Point,2018,01,10,07,45,Coastal Inspiration,117
4,Swartz Bay,Fulford Harbour,2018,02,05,09,00,Skeena Queen,28
3,Langdale,Horseshoe Bay,2018,01,13,08,40,Queen of Surrey,42
30,Duke Point,Tsawwassen,2018,01,13,05,15,Coastal Inspiration,129
3,Horseshoe Bay,Langdale,2018,04,01,16,20,Queen of Surrey,40
1,Tsawwassen,Swartz Bay,2018,03,15,17,00,Spirit of Vancouver Island,93
8,Horseshoe Bay,Bowen Island,2018,01,30,17,45,Bowen Queen,19
2,Departure Bay,Horseshoe Bay,2018,01,22,17,55,Queen of Coquitlam,101
4,Swartz Bay,Fulford Harbour,2018,02,19,13,00,Skeena Queen,30
2,Departure Bay,Horseshoe Bay,2018,04,27,22,10,Queen of Oak Bay,126
30,Duke Point,Tsawwassen,2018,03,29,10,15,Coastal Inspiration,117
8,Horseshoe Bay,Bowen Island,2018,04,08,22,00,Queen of Capilano,18
2,Departure Bay,Horseshoe Bay,2018,03,10,13,00,Queen of Oak Bay,104
4,Swartz Bay,Fulford Harbour,2018,03,11,21,00,Skeena Queen,26
3,Langdale,Horseshoe Bay,2018,02,05,06,20,Queen of Surrey,42
30,Duke Point,Tsawwassen,2018,04,28,12,45,Queen of Alberni,121
1,Tsawwassen,Swartz Bay,2018,02,17,13,00,Coastal Renaissance,98
2,Horseshoe Bay,Departure Bay,2018,03,20,10,40,Queen of Oak Bay,106
30,Tsawwassen,Duke Point,2018,01,31,12,45,Coastal Inspiration,111
8,Horseshoe Bay,Bowen Island,2018,01,22,17,45,Bowen Queen,15
3,Langdale,Horseshoe Bay,2018,03,17,15,15,Queen of Coquitlam,41
2,Horseshoe Bay,Departure Bay,2018,01,14,18,35,Queen of Surrey,107
1,Swartz Bay,Tsawwassen,2018,03,12,13,00,Coastal Celebration,90
30,Tsawwassen,Duke Point,2018,02,25,12,45,Coastal Inspiration,115
1,Swartz Bay,Tsawwassen,2018,04,27,13,00,Coastal Renaissance,86
4,Swartz Bay,Fulford Harbour,2018,02,21,17,00,Skeena Queen,32
3,Langdale,Horseshoe Bay,2018,03,24,08,40,Queen of Coquitlam,40
30,Duke Point,Tsawwassen,2018,03,24,17,45,Queen of Alberni,119
4,Swartz Bay,Fulford Harbour,2018,03,08,15,00,Skeena Queen,32
8,Horseshoe Bay,Bowen Island,2018,01,18,05,50,Bowen Queen,20
1,Swartz Bay,Tsawwassen,2018,03,28,09,00,Coastal Celebration,94
2,Horseshoe Bay,Departure Bay,2018,01,16,15,45,Queen of Coquitlam,101
2,Departure Bay,Horseshoe Bay,2018,04,29,06,15,Queen of Cowichan,101
1,Swartz Bay,Tsawwassen,2018,02,22,09,00,Coastal Celebration,90
30,Tsawwassen,Duke Point,2018,04,14,17,45,Queen of Coquitlam,113
1,Tsawwassen,Swartz Bay,2018,02,12,13,00,Spirit of Vancouver Island,92
30,Duke Point,Tsawwassen,2018,02,15,05,15,Coastal Inspiration,123
8,Horseshoe Bay,Bowen Island,2018,02,12,15,30,Queen of Capilano,18
3,Horseshoe Bay,Langdale,2018,02,06,22,55,Queen of Surrey,40
3,Horseshoe Bay,Langdale,2018,04,12,19,50,Queen of Cowichan,41
8,Horseshoe Bay,Bowen Island,2018,01,09,12,35,Bowen Queen,15
30,Duke Point,Tsawwassen,2018,02,09,05,15,Coastal Inspiration,125
3,Langdale,Horseshoe Bay,2018,01,13,17,25,Queen of Surrey,41
1,Tsawwassen,Swartz Bay,2018,03,08,19,00,Coastal Celebration,93
1,Tsawwassen,Swartz Bay,2018,03,28,15,00,Coastal Celebration,88
2,Horseshoe Bay,Departure Bay,2018,03,24,10,40,Queen of Oak Bay,104
8,Horseshoe Bay,Bowen Island,2018,02,25,08,00,Queen of Capilano,20
1,Swartz Bay,Tsawwassen,2018,04,29,18,00,Queen of New Westminster,86
3,Horseshoe Bay,Langdale,2018,03,15,16,20,Queen of Coquitlam,46
3,Langdale,Horseshoe Bay,2018,01,24,06,20,Queen of Surrey,42
8,Horseshoe Bay,Bowen Island,2018,02,13,17,45,Queen of Capilano,17
3,Horseshoe Bay,Langdale,2018,03,11,17,30,Queen of Cowichan,44
1,Tsawwassen,Swartz Bay,2018,02,13,17,00,Coastal Renaissance,92
2,Horseshoe Bay,Departure Bay,2018,04,26,15,45,Queen of Oak Bay,105
4,Swartz Bay,Fulford Harbour,2018,03,26,15,00,Skeena Queen,30
8,Horseshoe Bay,Bowen Island,2018,02,09,18,50,Queen of Capilano,20
3,Horseshoe Bay,Langdale,2018,02,24,19,50,Queen of Cowichan,42
3,Langdale,Horseshoe Bay,2018,04,18,18,40,Queen of Cowichan,42
8,Horseshoe Bay,Bowen Island,2018,01,27,14,20,Bowen Queen,16
1,Tsawwassen,Swartz Bay,2018,04,06,15,00,Coastal Renaissance,90
8,Horseshoe Bay,Bowen Island,2018,03,15,14,20,Queen of Capilano,20
1,Swartz Bay,Tsawwassen,2018,04,04,09,00,Coastal Renaissance,96
2,Departure Bay,Horseshoe Bay,2018,01,05,17,55,Queen of Oak Bay,103
30,Duke Point,Tsawwassen,2018,01,22,17,45,Queen of Alberni,119
3,Horseshoe Bay,Langdale,2018,02,05,17,30,Queen of Cowichan,45
30,Tsawwassen,Duke Point,2018,02,16,07,45,Coastal Inspiration,117
4,Swartz Bay,Fulford Harbour,2018,03,16,07,00,Skeena Queen,32
2,Departure Bay,Horseshoe Bay,2018,02,16,08,25,Queen of Coquitlam,111
4,Swartz Bay,Fulford Harbour,2018,01,29,19,00,Skeena Queen,32
2,Horseshoe Bay,Departure Bay,2018,01,28,13,00,Queen of Cowichan,102
2,Horseshoe Bay,Departure Bay,2018,02,20,06,15,Queen of Oak Bay,105
8,Horseshoe Bay,Bowen Island,2018,04,20,21,00,Queen of Capilano,34
2,Horseshoe Bay,Departure Bay,2018,02,02,06,15,Queen of Coquitlam,103
8,Horseshoe Bay,Bowen Island,2018,03,05,08,00,Queen of Capilano,24
8,Horseshoe Bay,Bowen Island,2018,01,28,14,20,Bowen Queen,18
1,Tsawwassen,Swartz Bay,2018,02,24,11,00,Coastal Celebration,92
2,Departure Bay,Horseshoe Bay,2018,04,02,16,20,Queen of Coquitlam,104
1,Swartz Bay,Tsawwassen,2018,03,10,11,00,Spirit of Vancouver Island,90
1,Swartz Bay,Tsawwassen,2018,01,12,21,00,Coastal Celebration,82
8,Horseshoe Bay,Bowen Island,2018,02,01,14,20,Bowen Queen,16
2,Departure Bay,Horseshoe Bay,2018,01,09,22,10,Queen of Coquitlam,102
8,Horseshoe Bay,Bowen Island,2018,01,09,10,15,Bowen Queen,15
2,Departure Bay,Horseshoe Bay,2018,02,18,08,25,Queen of Coquitlam,105
1,Tsawwassen,Swartz Bay,2018,01,03,11,00,Coastal Celebration,90
3,Langdale,Horseshoe Bay,2018,01,05,06,20,Queen of Surrey,40
3,Langdale,Horseshoe Bay,2018,02,21,06,20,Queen of Coquitlam,42
4,Swartz Bay,Fulford Harbour,2018,01,05,07,00,Skeena Queen,34
2,Departure Bay,Horseshoe Bay,2018,01,25,13,00,Queen of Coquitlam,104
30,Tsawwassen,Duke Point,2018,01,30,17,45,Coastal Inspiration,121
30,Duke Point,Tsawwassen,2018,01,06,07,45,Queen of Alberni,117
8,Horseshoe Bay,Bowen Island,2018,02,14,12,35,Queen of Capilano,17
30,Tsawwassen,Duke Point,2018,03,07,05,15,Queen of Alberni,119
1,Swartz Bay,Tsawwassen,2018,01,30,17,00,Coastal Celebration,93
3,Langdale,Horseshoe Bay,2018,01,27,17,25,Queen of Surrey,41
1,Tsawwassen,Swartz Bay,2018,02,03,09,00,Coastal Renaissance,90
